,pred
1873,3618.27
1874,5969.05
1875,39976.11
1876,5874.61
1877,10843.58
1878,11581.68
1879,5335.15
1880,2590.75
1881,71673.59
1882,5584.27
1883,2984.8
1884,6080.0
1885,14219.16
1886,59895.53
1887,65178.58
1888,49243.91
1889,54486.67
1890,6375.19
1891,2179.23
1892,4544.28
1893,51910.84
1894,4072.1
1895,36112.51
1896,50721.25
1897,5451.72
1898,7548.96
1899,12613.76
1900,3441.55
1901,6182.35
1902,28386.61
1903,57274.22
1904,11356.69
1905,2574.91
1906,4813.88
1907,6877.45
1908,5462.46
1909,3065.02
1910,7609.91
1911,47370.71
1912,50175.45
1913,76776.3
1914,10133.08
1915,53970.97
1916,7518.12
1917,49783.57
1918,5761.45
1919,54499.97
1920,42586.49
1921,51014.57
1922,7468.11
1923,2769.73
1924,5799.78
1925,2848.47
1926,3623.37
1927,41482.26
1928,4051.03
1929,51792.97
1930,7893.57
1931,54716.96
1932,5414.01
1933,5689.66
1934,5728.5
1935,24225.74
1936,3755.78
1937,6827.33
1938,3984.28
1939,3680.5
1940,13095.88
1941,18518.82
1942,7013.26
1943,2477.75
1944,5196.6
1945,3706.98
1946,5001.16
1947,7908.7
1948,11562.88
1949,56632.92
1950,17777.26
1951,11404.76
1952,49578.13
1953,5920.91
1954,3363.09
1955,64430.21
1956,3249.36
1957,46619.15
1958,11619.05
1959,5074.65
1960,66395.05
1961,5159.52
1962,4498.33
1963,14192.35
1964,5480.07
1965,5938.17
1966,7827.81
1967,11940.15
1968,56433.18
1969,41538.29
1970,11865.53
1971,2638.25
1972,8406.4
1973,7191.62
1974,6720.82
1975,32363.59
1976,56789.56
1977,70734.75
1978,5036.33
1979,3348.1
1980,4510.42
1981,52287.65
1982,5025.39
1983,53453.57
1984,3073.08
1985,51579.21
1986,4534.53
1987,12435.73
1988,11246.97
1989,48928.51
1990,60895.95
1991,5652.26
1992,6921.67
1993,66950.93
1994,55745.75
1995,3486.88
1996,2160.98
1997,20760.36
1998,53525.21
1999,4967.62
2000,13305.46
2001,13463.32
2002,61655.67
2003,40495.05
2004,55102.71
2005,8054.67
2006,5298.75
2007,6270.48
2008,8152.39
2009,6280.63
2010,56403.39
2011,50785.46
2012,6893.09
2013,11116.84
2014,8457.08
2015,3909.17
2016,4654.1
2017,68194.82
2018,64231.75
2019,12686.78
2020,11517.08
2021,5523.65
2022,4813.27
2023,2534.82
2024,4622.32
2025,8382.45
2026,8447.49
2027,6416.58
2028,6161.85
2029,67186.55
2030,5728.75
2031,30394.68
2032,19329.62
2033,7307.94
2034,11591.12
2035,14394.3
2036,51381.49
2037,64697.67
2038,6051.49
2039,54939.22
2040,55085.32
2041,4698.41
2042,64769.61
2043,4912.21
2044,53051.29
2045,5346.07
2046,40795.14
2047,4451.13
2048,4673.81
2049,6884.4
2050,2658.23
2051,2661.18
2052,2261.7
2053,5995.94
2054,4915.4
2055,4800.37
2056,7210.97
2057,43975.21
2058,3072.81
2059,4610.23
2060,3761.12
2061,11014.99
2062,5234.2
2063,6253.75
2064,28859.37
2065,2893.5
2066,10855.51
2067,2631.33
2068,7073.83
2069,54395.72
2070,49528.01
2071,6970.01
2072,12083.0
2073,4524.19
2074,5420.76
2075,49886.48
2076,53945.42
2077,6702.28
2078,5250.08
2079,2586.8
2080,4545.79
2081,57708.29
2082,2455.05
2083,5636.72
2084,5176.63
2085,8697.643333333333
2086,2131.77
2087,4792.62
2088,2981.25
2089,12438.73
2090,6317.05
2091,5263.74
2092,60149.53
2093,56970.62
2094,5070.87
2095,47778.01
2096,55381.19
2097,5096.72
2098,4770.28
2099,3987.42
2100,5386.87
2101,4382.01
2102,3250.87
2103,2283.82
2104,52432.12
2105,3166.97
2106,39400.26
2107,45176.34
2108,4337.12
2109,5400.69
2110,53920.49
2111,65046.96
2112,48408.01
2113,7350.83
2114,8311.81
2115,52193.53
2116,66139.76
2117,12181.26
2118,52136.48
2119,54005.11
2120,51396.02
2121,59703.92
2122,3915.29
2123,12202.06
2124,5840.92
2125,5009.91
2126,3182.08
2127,12514.75
2128,5503.05
2129,3934.13
2130,54754.07
2131,2973.25
2132,14776.62
2133,52463.31
2134,5351.47
2135,47392.23
2136,5341.72
2137,10023.16
2138,55689.2
2139,10693.84
2140,7143.45
2141,10910.07
2142,6237.23
2143,5969.45
2144,6445.12
2145,52063.63
2146,6177.04
2147,7307.57
2148,48634.92
2149,5307.07
2150,70856.1
2151,5354.2
2152,2666.22
2153,6260.19
2154,57995.96
2155,7941.14
2156,15387.25
2157,17673.16
2158,5133.73
2159,6176.75
2160,7682.91
2161,2306.3
2162,51775.61
2163,44858.79
2164,6102.83
2165,66006.87
2166,7146.65
2167,1787.56
2168,6000.57
2169,70433.53
2170,5299.72
2171,5970.29
2172,59001.3
2173,8657.96
2174,4510.17
2175,4486.71
2176,42524.07
2177,55983.42
2178,66473.79
2179,51101.4
2180,5807.11
2181,4722.75
2182,6066.3
2183,28028.18
2184,56001.4
2185,48268.65
2186,61642.22
2187,8863.16
2188,11683.77
2189,4603.62
2190,6872.65
2191,50666.97
2192,46214.53
2193,4325.43
2194,7576.61
2195,15537.41
2196,63092.78
2197,52748.86
2198,2830.62
2199,53424.25
2200,9872.05
2201,11514.18
2202,22934.76
2203,12430.94
2204,6391.72
2205,8096.04
2206,4706.58
2207,54439.83
2208,8912.22
2209,47301.19
2210,8825.47
2211,6753.37
2212,13568.75
2213,24046.24
2214,11658.79
2215,67828.18
2216,13108.18
2217,52877.93
2218,11742.06
2219,4981.36
2220,5271.25
2221,66484.31
2222,13956.73
2223,60795.08
2224,14877.93
2225,60239.25
2226,10575.04
2227,4491.16
2228,5299.77
2229,10891.64
2230,11231.34
2231,42771.64
2232,3104.52
2233,43901.77
2234,5185.24
2235,44369.98
2236,5870.82
2237,4534.21
2238,41709.01
2239,44389.61
2240,4374.14
2241,9632.22
2242,51361.25
2243,5334.08
2244,6907.55
2245,4654.59
2246,42242.72
2247,10274.75
2248,53440.44
2249,46512.56
2250,51489.99
2251,58519.85
2252,10665.85
2253,6424.66
2254,12237.33
2255,51431.1
2256,4787.49
2257,34715.5
2258,27910.82
2259,5445.18
2260,61643.46
2261,46130.0
2262,67084.18
2263,56998.53
2264,3204.2
2265,4572.3
2266,9524.4
2267,14305.63
2268,6423.39
2269,6078.58
2270,5403.55
2271,5357.25
2272,9187.35
2273,5421.41
2274,7353.81
2275,5381.68
2276,3476.96
2277,3795.48
2278,3309.01
2279,49620.65
2280,12892.72
2281,3159.52
2282,4873.72
2283,10690.61
2284,6158.11
2285,12962.73
2286,6221.06
2287,5440.95
2288,49297.47
2289,10301.67
2290,61922.91
2291,44098.52
2292,14659.82
2293,4440.59
2294,63519.18
2295,11006.66
2296,52676.28
2297,3435.2
2298,78773.32
2299,61531.32
2300,33162.63
2301,5307.05
2302,43219.51
2303,7515.12
2304,4924.45
2305,3625.37
2306,15780.96
2307,51156.29
2308,6947.25
2309,3915.26
2310,11568.63
2311,3315.97
2312,3772.34
2313,6112.14
2314,6008.34
2315,6849.23
2316,52939.18
2317,8976.32
2318,4209.46
2319,2616.7
2320,5800.02
2321,5160.79
2322,1734.64
2323,47618.99
2324,3893.51
2325,10250.63
2326,68003.73
2327,52259.16
2328,63382.31
2329,12181.28
2330,49405.63
2331,52147.34
2332,30107.96
2333,3423.99
2334,37599.57
2335,19111.42
2336,5110.06
2337,8122.51
2338,51443.03
2339,4163.96
2340,5797.67
2341,12551.25
2342,17222.38
2343,43766.12
2344,4415.51
2345,49451.91
2346,3765.6
2347,15911.08
2348,2488.58
2349,55478.86
2350,6167.76
2351,6282.14
2352,3605.7
2353,5538.74
2354,4988.47
2355,6224.78
2356,15250.93
2357,3767.91
2358,7077.8
2359,6657.97
2360,2123.58
2361,59990.04
2362,4098.88
2363,5783.63
2364,7806.47
2365,65883.23
2366,16018.47
2367,40853.19
2368,5005.07
2369,5164.09
2370,80971.87
2371,4636.1
2372,2705.68
2373,5244.48
2374,4175.87
2375,5973.87
2376,6637.84
2377,6694.29
2378,5937.82
2379,6480.48
2380,6296.12
2381,62054.13
2382,3586.29
2383,4140.9
2384,3286.84
2385,60136.25
2386,5492.58
2387,27053.8
2388,12250.22
2389,36858.11
2390,5400.82
2391,58663.92
2392,7240.82
2393,13920.41
2394,54139.8
2395,3082.91
2396,5406.49
2397,17091.22
2398,5672.0
2399,6037.71
2400,45940.53
2401,7326.05
2402,49298.43
2403,3912.58
2404,7967.19
2405,50774.91
2406,12692.27
2407,5646.31
2408,10938.74
2409,52736.3
2410,6068.7
2411,41525.43
2412,6165.55
2413,5384.45
2414,4450.85
2415,44181.13
2416,43320.52
2417,5246.31
2418,16696.15
2419,61197.14
2420,32499.81
2421,8732.07
2422,3833.07
2423,4497.47
2424,47584.15
2425,5228.67
2426,4046.5
2427,5080.85
2428,5567.08
2429,57965.37
2430,6130.64
2431,6288.87
2432,59991.36
2433,5644.12
2434,2495.3
2435,4250.19
2436,74511.96
2437,6353.67
2438,6225.67
2439,11751.73
2440,11281.0
2441,4584.27
2442,11822.12
2443,4777.52
2444,5917.34
2445,47155.71
2446,8689.95
2447,57959.34
2448,5330.43
2449,11228.8
2450,28628.08
2451,5224.51
2452,56186.29
2453,7153.55
2454,5969.22
2455,2996.11
2456,2484.81
2457,4755.99
2458,29751.44
2459,10113.73
2460,20241.22
2461,36648.91
2462,10109.64
2463,55040.97
2464,78376.82
2465,3849.07
2466,24083.64
2467,56923.91
2468,53263.01
2469,10953.54
2470,2261.65
2471,2696.26
2472,11237.82
2473,9706.91
2474,55186.99
2475,47120.23
2476,51888.72
2477,6255.93
2478,5723.8
2479,5873.64
2480,5369.05
2481,3819.87
2482,3881.19
2483,6976.34
2484,4314.08
2485,7888.02
2486,6457.88
2487,40544.53
2488,50872.26
2489,6219.9
2490,5809.53
2491,25983.85
2492,17122.15
2493,2815.58
2494,11351.12
2495,57923.39
2496,5694.5
2497,49332.62
2498,54684.0
2499,9752.08
2500,54535.24
2501,55014.94
2502,4075.82
2503,10405.99
2504,2502.89
2505,6893.3
2506,8917.72
2507,4501.97
2508,5555.12
2509,7693.51
2510,53326.37
2511,53387.95
2512,4528.15
2513,61646.32
2514,6018.59
2515,8737.48
2516,2541.1
2517,58591.1
2518,51939.58
2519,3970.38
2520,4318.88
2521,8183.39
2522,5439.72
2523,6260.53
2524,7794.52
2525,56113.11
2526,4153.28
2527,2525.31
2528,10821.11
2529,9817.44
2530,7237.52
2531,47371.79
2532,49593.47
2533,13614.13
2534,7606.11
2535,5643.63
2536,2441.96
2537,65068.99
2538,27559.59
2539,4683.56
2540,9156.39
2541,7347.42
2542,2967.13
2543,5108.35
2544,11538.77
2545,13974.57
2546,29684.77
2547,53480.56
2548,2932.18
2549,7082.38
2550,2865.99
2551,3287.19
2552,5603.43
2553,6874.81
2554,55208.17
2555,29899.23
2556,5764.11
2557,60948.9
2558,3255.15
2559,28861.26
2560,4385.53
2561,8586.85
2562,53492.36
2563,5495.25
2564,8443.6
2565,2716.1
2566,5444.53
2567,5774.75
2568,3044.82
2569,5469.77
2570,5468.5
2571,11294.82
2572,5524.25
2573,54703.71
2574,7680.01
2575,12137.82
2576,17108.48
2577,5500.19
2578,5385.03
2579,7319.81
2580,5407.42
2581,9225.67
2582,44937.2
2583,6548.65
2584,52888.85
2585,10889.38
2586,4449.69
2587,5135.81
2588,12441.51
2589,2738.46
2590,48250.38
2591,59962.38
2592,5001.4
2593,2689.74
2594,45226.76
2595,3684.13
2596,4245.74
2597,62131.07
2598,4790.47
2599,54281.1
2600,6618.33
2601,53486.99
2602,12398.11
2603,45332.38
2604,5031.23
2605,2417.49
2606,5662.53
2607,6197.61
2608,5361.76
2609,61741.01
2610,50809.93
2611,48915.56
2612,68928.53
2613,5810.08
2614,3919.44
2615,2521.37
2616,2695.64
2617,61449.29
2618,11318.01
2619,5636.67
2620,5953.31
2621,49355.36
2622,46309.0
2623,6105.4
2624,6108.13
2625,48176.7
2626,6861.97
2627,29747.51
2628,10824.5
2629,7019.06
2630,5699.25
2631,13741.26
2632,14037.77
2633,46466.26
2634,49173.69
2635,3141.6
2636,14445.51
2637,10372.21
2638,4330.33
2639,51501.13
2640,5842.27
2641,6434.36
2642,7526.8
2643,53830.26
2644,53425.8
2645,70736.44
2646,2248.77
2647,2542.36
2648,12253.48
2649,60138.79
2650,64919.08
2651,4987.16
2652,5388.41
2653,55099.12
2654,2860.18
2655,10255.83
2656,5072.01
2657,1528.81
2658,55965.75
2659,6480.88
2660,5065.76
2661,12152.24
2662,5148.37
2663,10039.48
2664,14594.82
2665,5170.48
2666,10944.24
2667,8378.46
2668,34723.84
2669,4000.96
2670,5034.41
2671,4655.89
2672,3631.53
2673,12476.44
2674,12010.74
2675,7057.43
2676,62041.51
2677,63958.18
2678,54451.7
2679,6937.01
2680,2955.84
2681,53738.2
2682,57896.8
2683,5209.3
2684,55673.02
2685,4169.14
2686,58773.42
2687,8420.06
2688,57478.55
2689,46627.54
2690,2465.15
2691,4635.1
2692,10735.03
2693,6888.4
2694,6632.5
2695,29598.3
2696,4895.68
2697,67956.36
2698,53543.5
2699,57871.02
2700,14045.82
2701,12046.31
2702,12099.16
2703,56633.88
2704,8436.87
2705,68488.51
2706,57734.65
2707,4789.55
2708,14435.05
2709,8348.34
2710,6496.36
2711,6356.04
2712,7280.42
2713,49707.86
2714,55363.95
2715,5485.2
2716,6537.75
2717,5972.72
2718,4273.25
2719,59510.47
2720,7062.33
2721,4555.47
2722,9333.83
2723,54249.32
2724,56432.67
2725,4722.43
2726,55916.84
2727,6337.77
2728,2109.88
2729,55006.52
2730,6525.9
2731,30796.99
2732,38597.89
2733,52550.59
2734,9628.54
2735,50038.27
2736,61769.57
2737,54212.02
2738,53712.1
2739,5851.63
2740,4181.62
2741,54064.78
2742,10937.8
2743,13325.19
2744,2550.0
2745,46375.85
2746,6577.4
2747,6326.19
2748,10865.18
2749,70834.0
2750,40699.44
2751,2395.46
2752,8761.05
2753,60921.11
2754,14454.66
2755,12125.54
2756,11416.4
2757,2224.55
2758,5326.09
2759,5178.68
2760,49493.15
2761,8294.61
2762,7174.69
2763,55497.59
2764,2940.59
2765,43856.97
2766,5071.92
2767,12431.77
2768,5479.17
2769,7235.6
2770,47672.17
2771,6541.76
2772,47163.71
2773,65261.44
2774,10831.87
2775,10016.08
2776,9073.21
2777,2482.1
2778,62424.81
2779,5638.32
2780,3629.3
2781,11435.24
2782,5116.62
2783,67551.84
2784,5704.3
2785,1668.48
2786,78644.26
2787,26031.38
2788,54022.36
2789,50409.98
2790,6692.81
2791,22882.64
2792,6674.8
2793,11191.94
2794,3815.05
2795,4840.89
2796,39012.98
2797,5488.57
2798,57782.26
2799,73803.25
2800,5519.55
2801,45045.8
2802,5658.49
2803,68714.67
2804,5603.15
2805,6834.77
2806,7718.57
2807,5419.39
2808,5505.84
2809,12079.55
2810,9644.2
2811,46236.02
2812,8568.41
2813,6136.65
2814,7015.32
2815,63133.99
2816,5570.66
2817,6744.82
2818,5084.84
2819,5161.37
2820,61983.73
2821,3551.7
2822,4743.15
2823,54156.14
2824,16621.58
2825,6771.82
2826,57163.31
2827,2434.89
2828,5981.47
2829,4365.35
2830,4197.8
2831,5513.84
2832,56749.56
2833,6144.89
2834,2587.08
2835,68733.25
2836,57593.82
2837,4852.39
2838,59614.74
2839,5228.86
2840,5346.86
2841,57214.32
2842,6110.45
2843,4556.88
2844,31969.66
2845,13494.4
2846,8214.7
2847,50938.73
2848,47437.97
2849,59372.97
2850,6179.69
2851,55439.45
2852,4708.95
2853,53930.85
2854,11744.08
2855,5214.79
2856,60571.68
2857,52118.34
2858,6714.27
2859,45670.52
2860,4616.98
2861,6545.11
2862,4504.06
2863,11901.98
2864,3042.19
2865,4546.84
2866,55526.55
2867,29755.05
2868,11545.23
2869,27756.2
2870,3856.41
2871,10374.59
2872,5223.31
2873,5202.3
2874,4832.37
2875,6070.16
2876,14440.86
2877,5539.42
2878,6154.42
2879,4375.66
2880,5643.4
2881,64991.48
2882,4539.77
2883,2891.09
2884,58403.68
2885,52468.2
2886,4225.59
2887,16591.06
2888,5202.55
2889,7292.13
2890,7135.0
2891,6977.25
2892,50487.13
2893,4247.78
2894,5753.96
2895,24176.09
2896,4949.07
2897,43871.25
2898,2132.98
2899,4666.69
2900,2497.68
2901,58212.1
2902,10727.16
2903,54857.01
2904,7097.58
2905,4039.3
2906,53050.78
2907,8235.51
2908,5720.26
2909,59506.66
2910,6052.17
2911,49800.8
2912,44074.11
2913,69188.08
2914,6362.82
2915,9284.01
2916,49847.7
2917,3121.57
2918,57084.56
2919,61935.18
2920,6153.3
2921,6390.29
2922,61532.58
2923,49001.14
2924,57422.51
2925,7142.45
2926,41637.86
2927,4641.21
2928,3994.69
2929,6227.71
2930,5693.85
2931,12051.77
2932,6223.92
2933,5846.9
2934,13414.88
2935,67272.29
2936,10776.97
2937,49495.32
2938,44806.56
2939,52717.38
2940,44255.64
2941,54156.14
2942,9844.42
2943,10997.31
2944,49574.77
2945,7122.16
2946,4364.84
2947,51565.1
2948,3074.03
2949,71250.1
2950,6689.86
2951,6331.59
2952,27507.81
2953,3770.96
2954,3239.16
2955,5359.29
2956,11138.2
2957,11754.28
2958,51209.64
2959,7313.84
2960,5198.84
2961,54103.73
2962,7614.14
2963,52461.82
2964,4058.03
2965,57481.75
2966,7073.72
2967,4456.47
2968,47388.97
2969,14298.59
2970,54502.74
2971,69487.91
2972,10653.26
2973,4828.93
2974,75136.03
2975,2355.98
2976,4585.8
2977,5005.29
2978,11778.33
2979,8468.15
2980,11998.79
2981,60890.37
2982,6878.48
2983,12831.77
2984,4646.68
2985,5030.66
2986,5016.92
2987,12789.39
2988,3127.45
2989,55164.43
2990,9946.15
2991,46090.77
2992,8618.72
2993,6290.74
2994,6102.59
2995,2588.26
2996,5690.5
2997,56990.44
2998,74972.42
2999,49834.02
3000,4937.61
3001,6061.56
3002,65423.07
3003,49625.02
3004,2734.8
3005,5135.77
3006,6748.65
3007,6897.52
3008,23906.78
3009,4518.55
3010,5345.12
3011,5479.31
3012,5150.55
3013,23229.78
3014,5026.1
3015,51542.69
3016,2074.5
3017,59830.36
3018,12295.89
3019,20643.53
3020,17657.39
3021,65273.5
3022,6950.16
3023,14479.5
3024,6426.52
3025,50998.14
3026,4748.55
3027,6240.57
3028,8668.35
3029,64256.94
3030,61547.2
3031,55257.97
3032,5664.92
3033,12575.54
3034,54613.29
3035,10981.68
3036,4998.12
3037,37790.57
3038,30818.6
3039,5515.1
3040,6260.2
3041,5324.93
3042,11653.5
3043,6164.44
3044,12561.25
3045,5231.91
3046,46840.52
3047,60372.03
3048,10569.5
3049,13294.98
3050,41989.54
3051,47356.64
3052,8830.79
3053,9432.13
3054,57554.07
3055,2173.64
3056,5803.41
3057,12014.33
3058,53010.44
3059,58378.09
3060,2160.98
3061,15331.62
3062,42214.44
3063,56597.58
3064,2989.24
3065,6176.42
3066,55694.82
3067,5828.34
3068,39212.79
3069,57788.2
3070,33583.84
3071,6972.06
3072,1795.2
3073,12653.03
3074,6245.01
3075,3989.85
3076,4252.35
3077,31215.34
3078,50277.94
3079,4573.68
3080,4343.84
3081,54922.36
3082,4896.22
3083,8464.26
3084,4962.72
3085,68357.54
3086,53743.95
3087,11242.69
3088,14246.63
3089,7206.96
3090,5216.15
3091,16488.92
3092,8191.17
3093,5448.28
3094,42273.52
3095,50718.21
3096,2350.23
3097,11548.54
3098,56883.91
3099,6094.14
3100,50623.25
3101,3256.33
3102,4962.45
3103,5016.98
3104,57493.75
3105,5478.25
3106,44123.15
3107,52853.59
3108,5657.06
3109,3644.18
3110,61730.13
3111,11498.14
3112,4769.55
3113,12666.27
3114,2887.99
3115,10165.8
3116,4640.89
3117,64603.44
3118,52217.63
3119,70085.25
3120,3980.94
3121,27830.46
3122,4571.4
3123,2832.84
3124,6665.64
3125,50551.22
3126,5372.98
3127,2163.7
3128,43387.76
3129,47948.41
3130,3475.03
3131,10436.93
3132,7584.6
3133,4702.49
3134,9569.24
3135,54277.74
3136,4796.31
3137,34796.11
3138,3075.65
3139,9556.51
3140,4851.81
3141,60923.44
3142,5417.74
3143,9519.26
3144,13982.02
3145,11937.98
3146,6767.6
3147,10854.11
3148,53128.09
3149,6453.28
3150,7058.06
3151,13179.32
3152,65577.87
3153,6971.63
3154,6086.75
3155,11303.3
3156,55319.11
3157,6958.63
3158,11851.95
3159,49941.59
3160,13469.42
3161,54810.4
3162,6340.34
3163,7123.58
3164,5365.37
3165,70304.15
3166,7146.03
3167,63381.65
3168,33770.5
3169,4570.65
3170,4525.24
3171,13904.65
3172,4192.17
3173,63434.04
3174,6332.79
3175,54180.83
3176,14766.11
3177,11415.4
3178,2859.94
3179,22901.66
3180,4714.73
3181,55625.15
3182,55215.91
3183,52817.2
3184,5921.45
3185,4164.07
3186,41587.38
3187,69570.07
3188,5302.59
3189,59404.93
3190,77161.94
3191,86534.51
3192,6360.82
3193,7014.44
3194,5743.45
3195,5879.6
3196,5478.8
3197,5001.07
3198,1793.49
3199,45499.26
3200,8715.57
3201,4530.76
3202,6387.76
3203,42767.01
3204,2972.06
3205,6783.52
3206,3549.51
3207,3118.37
3208,13207.36
3209,65304.12
3210,5726.08
3211,5709.3
3212,4368.97
3213,10848.37
3214,5831.53
3215,7088.69
3216,4662.51
3217,5653.85
3218,6127.92
3219,43183.03
3220,9822.08
3221,17580.83
3222,59963.73
3223,8887.87
3224,46682.14
3225,4874.46
3226,5775.76
3227,51451.93
3228,57459.12
3229,32939.88
3230,3898.82
3231,6103.69
3232,6849.96
3233,3307.58
3234,3222.75
3235,7640.13
3236,44754.5
3237,29435.31
3238,57887.38
3239,5011.5
3240,3819.37
3241,68726.73
3242,4572.83
3243,4797.68
3244,11973.54
3245,58958.69
3246,38863.99
3247,5828.85
3248,29049.23
3249,13180.53
3250,6903.18
3251,3607.29
3252,56605.8
3253,51293.21
3254,4845.63
3255,45869.9
3256,49139.86
3257,4148.09
3258,6512.97
3259,54230.77
3260,5619.13
3261,4526.08
3262,7364.57
3263,7906.59
3264,2317.37
3265,5123.82
3266,52703.99
3267,11576.33
3268,8784.18
3269,50958.82
3270,7494.25
3271,5135.87
3272,46069.18
3273,49545.67
3274,6290.3
3275,6307.18
3276,8618.816666666666
3277,53007.74
3278,5942.03
3279,60329.9
3280,4734.29
3281,3207.77
3282,5827.86
3283,54672.48
3284,51980.26
3285,1606.43
3286,4592.39
3287,10683.24
3288,61630.68
3289,8464.29
3290,4527.94
3291,3559.6
3292,1766.87
3293,1596.23
3294,11186.51
3295,55592.93
3296,61902.8
3297,2189.27
3298,10546.75
3299,11265.97
3300,4018.6
3301,6139.88
3302,54663.87
3303,7406.08
3304,11179.95
3305,5563.73
3306,6660.34
3307,18524.29
3308,57658.17
3309,5550.25
3310,40700.87
3311,2137.12
3312,5392.27
3313,43548.45
3314,6991.32
3315,28100.54
3316,8368.81
3317,6433.98
3318,2027.22
3319,5066.93
3320,7520.59
3321,7037.88
3322,11002.69
3323,59152.74
3324,14624.2
3325,7673.71
3326,49971.45
3327,6475.88
3328,1611.27
3329,68294.45
3330,9994.35
3331,12549.33
3332,7220.28
3333,5197.15
3334,4264.86
3335,72767.28
3336,5316.96
3337,55794.95
3338,30570.4
3339,50628.8
3340,6368.25
3341,16966.39
3342,5190.09
3343,4380.78
3344,33119.21
3345,14210.32
3346,88594.23
3347,56156.35
3348,27370.94
3349,12072.24
3350,67353.56
3351,54841.43
3352,49840.78
3353,6352.94
3354,3821.83
3355,47057.27
3356,5427.12
3357,7458.26
3358,3851.31
3359,4461.95
3360,4686.32
3361,11556.21
3362,5713.97
3363,53517.69
3364,59194.44
3365,4967.28
3366,5700.87
3367,8894.98
3368,6176.42
3369,5728.24
3370,3264.6
3371,3145.88
3372,45985.34
3373,2074.63
3374,6268.28
3375,15060.11
3376,2185.28
3377,6070.73
3378,49629.79
3379,5670.3
3380,3901.93
3381,2738.04
3382,5231.26
3383,66382.56
3384,10062.69
3385,50105.25
3386,53562.48
3387,67466.12
3388,3990.64
3389,2451.42
3390,7604.3
3391,2274.12
3392,6064.38
3393,6918.36
3394,5131.11
3395,6298.34
3396,5203.42
3397,6511.02
3398,4876.73
3399,64941.01
3400,9881.95
3401,4912.17
3402,52591.58
3403,2462.49
3404,54152.99
3405,60118.54
3406,5147.68
3407,6057.31
3408,12867.49
3409,3206.09
3410,8469.93
3411,5290.07
3412,7918.62
3413,62496.82
3414,50873.37
3415,7042.83
3416,7350.06
3417,52801.44
3418,55880.4
3419,49657.73
3420,3641.7
3421,50426.94
3422,14136.43
3423,47377.26
3424,6490.13
3425,48526.81
3426,74605.41
3427,46776.14
3428,3092.67
3429,9638.79
3430,6119.81
3431,6623.82
3432,66759.0
3433,11464.33
3434,2356.56
3435,12339.72
3436,4387.77
3437,6187.88
3438,9386.74
3439,5431.09
3440,42020.6
3441,5597.02
3442,47290.19
3443,11975.75
3444,64859.71
3445,49872.47
3446,67293.72
3447,8417.23
3448,4426.92
3449,10904.66
3450,6524.95
3451,6415.86
3452,5688.67
3453,11811.11
3454,5056.56
3455,5186.27
3456,4938.98
3457,7271.73
3458,8573.97
3459,46887.34
3460,5367.36
3461,52111.2
3462,6489.55
3463,73562.95
3464,9680.27
3465,4696.34
3466,5708.75
3467,13987.59
3468,4761.18
3469,61129.61
3470,50468.72
3471,4597.23
3472,4224.16
3473,9240.74
3474,12751.81
3475,55423.54
3476,56236.82
3477,9548.94
3478,4360.63
3479,49972.75
3480,58676.04
3481,6494.13
3482,49709.86
3483,58004.45
3484,5103.67
3485,34714.16
3486,52867.37
3487,50671.52
3488,5972.01
3489,55647.77
3490,54923.37
3491,52700.0
3492,4859.63
3493,66503.73
3494,5639.41
3495,4294.69
3496,63326.56
3497,6989.48
3498,7880.95
3499,3289.57
3500,2597.78
3501,5569.76
3502,60677.58
3503,4768.79
3504,51565.22
3505,45477.55
3506,4684.67
3507,8960.89
3508,40975.03
3509,2960.36
3510,6535.32
3511,50439.53
3512,4790.25
3513,4357.45
3514,50030.48
3515,4202.46
3516,2664.91
3517,7774.3
3518,2738.4
3519,8811.191666666666
3520,8587.91
3521,4161.02
3522,55520.46
3523,5863.16
3524,4535.63
3525,5707.54
3526,62733.99
3527,5521.44
3528,33864.24
3529,4428.5
3530,4099.06
3531,5422.51
3532,5987.58
3533,42640.27
3534,6240.81
3535,58640.47
3536,53421.8
3537,65931.26
3538,10565.26
3539,5366.55
3540,4364.62
3541,46722.26
3542,4966.85
3543,5746.9
3544,54930.4
3545,54410.21
3546,12560.84
3547,4619.26
3548,46375.25
3549,15834.23
3550,55665.56
3551,48332.3
3552,6759.29
3553,56496.1
3554,49085.21
3555,4493.88
3556,8127.69
3557,8579.46
3558,5394.37
3559,3925.68
3560,21183.84
3561,7987.77
3562,42932.3
3563,10405.35
3564,8944.52
3565,59145.09
3566,5536.6
3567,11544.22
3568,2263.01
3569,4725.18
3570,61069.0
3571,3068.66
3572,50165.48
3573,2124.31
3574,7328.77
3575,10509.06
3576,6649.66
3577,6914.05
3578,4527.28
3579,2779.99
3580,55989.71
3581,41804.96
3582,56416.52
3583,68782.28
3584,64488.56
3585,50812.42
3586,3209.68
3587,7919.0
3588,13579.58
3589,11118.55
3590,5573.74
3591,5333.59
3592,10000.96
3593,38409.7
3594,6378.5
3595,56716.75
3596,54618.78
3597,54611.07
3598,7083.56
3599,59299.67
3600,4358.29
3601,11428.0
3602,49989.05
3603,46195.93
3604,2415.23
3605,10695.21
3606,49538.29
3607,2496.11
3608,35300.5
3609,46142.88
3610,7163.57
3611,6248.4
3612,55018.75
3613,6717.04
3614,4993.34
3615,4726.16
3616,9221.45
3617,6095.06
3618,60197.05
3619,2204.86
3620,10943.22
